Shipment_ID,Supplier_ID,Supplier_Rating,Supplier_Country,Destination_Country,Shipping_Mode,Carrier,Warehouse,Historical_Delay_Count,Inventory_Level,Demand_Forecast,Weather_Severity,Holiday_Impact,Traffic_Index,Fuel_Price,Port_Congestion,Distance,Purchase_Order_Value,Order_Priority,Customer_Type,Packaging_Type,Vehicle_Availability,Production_Status,Quality_Score,Inspection_Delay,Customs_Clearance_Time,Container_Type,Shipment_Weight,Shipment_Volume,Temperature_Sensitive,Fragile,Route_Risk,Carbon_Emission,Supplier_OnTime_Rate,Market_Demand_Index,Geopolitical_Risk,Economic_Index,Order_Date,Expected_Lead_Time,Lead_Time,Inventory_Days,Transportation_Cost,Late_Delivery_Cost,Supplier_Risk,Month,Quarter,Week,Year,Delay,Product_Category,Units
SHP-117085,1389,3.94,Vietnam,UK,Sea,CMA CGM,WH-002,0,2621,4697,1.1,0,4.81,3.63,4.73,2792.9,14586.0,Low,Wholesale,Carton,82.4,On Schedule,87.0,0.23,2.49,40ft Dry,1879.53,2.66,1,0,3.37,403.62,0.659,62.5,0.67,78.7,2024-10-09,17.5,24.3,16.7,94.61,301.18,Medium,10,4,41,2024,0,Pharmaceuticals,3428
SHP-112998,1023,4.36,China,USA,Road,Kuehne+Nagel,WH-008,2,2204,4986,0.86,1,6.16,3.48,2.14,2690.5,7317.04,High,Enterprise,Crate,55.9,On Schedule,89.5,0.8,0.46,Reefer,389.89,5.74,0,0,4.25,411.87,0.893,16.6,4.56,99.4,2021-08-05,3.3,7.8,13.3,174.81,163.82,Low,8,3,31,2021,1,Food_Beverage,271
SHP-116972,1197,2.91,Brazil,USA,Road,UPS,WH-001,1,2463,2406,1.45,0,2.43,3.69,8.21,2083.9,1390.02,Low,Government,Crate,100.0,Delayed,85.6,0.06,0.2,Reefer,514.3,7.49,0,0,6.52,620.75,0.618,53.5,4.97,98.9,2021-10-09,3.2,17.8,30.7,149.09,42.71,Medium,10,4,40,2021,1,Furniture,180
SHP-118366,1239,,Vietnam,Japan,Road,Expeditors,WH-003,1,3697,3995,0.48,0,2.77,2.46,5.42,2741.7,25687.55,Medium,Government,Drum,55.4,Delayed,89.4,0.11,1.68,Reefer,220.06,12.71,0,1,2.17,586.34,0.776,61.1,3.27,123.5,2023-10-15,6.2,11.7,27.8,122.84,526.04,Low,10,4,41,2023,1,Automotive_Parts,178
SHP-115683,1037,3.23,India,Netherlands,Road,Expeditors,WH-018,2,635,1661,0.46,1,3.33,2.35,0.4,2043.1,25072.09,Medium,Enterprise,Pallet,93.9,Ahead of Schedule,95.1,2.42,0.62,Flat Rack,861.39,69.84,0,0,0.64,375.25,0.791,49.9,0.59,128.1,2024-03-17,8.2,5.7,11.5,99.02,511.34,Medium,3,1,11,2024,0,Apparel,691
SHP-111037,1487,2.97,Brazil,USA,Sea,UPS,WH-002,2,3107,2584,1.05,0,4.98,2.97,1.72,2578.2,12840.39,Low,Government,Carton,57.9,On Schedule,,1.2,0.69,Open Top,682.88,4.16,0,0,1.82,607.51,0.843,62.4,2.1,100.3,2022-01-21,26.1,27.4,36.1,62.27,263.03,Medium,1,1,3,2022,0,Furniture,160
SHP-105746,1352,3.14,China,India,Sea,CMA CGM,WH-015,2,3050,4124,1.04,0,6.35,3.15,1.31,4553.0,12966.33,Critical,Wholesale,Bulk,83.1,On Schedule,77.9,4.89,3.57,20ft Dry,2026.96,2.83,0,1,0.61,448.44,1.0,60.6,1.59,111.6,2023-03-22,26.2,27.2,22.2,124.23,271.75,Low,3,1,12,2023,0,Industrial_Equipment,409
SHP-111584,1050,2.96,Germany,Japan,Road,DHL,WH-018,6,2946,155,1.43,0,4.43,2.92,1.44,1299.8,7854.94,High,Wholesale,Crate,65.4,On Schedule,87.3,0.61,2.14,20ft Dry,245.78,44.74,0,0,0.3,230.42,0.865,61.0,1.09,105.5,2021-06-28,5.9,5.3,365.0,72.04,164.3,Medium,6,2,26,2021,0,Automotive_Parts,82
SHP-106270,1231,3.38,China,India,Sea,UPS,WH-006,0,477,5695,,0,4.9,2.47,6.72,7107.7,4773.72,Low,Retail,Crate,91.3,On Schedule,82.5,1.59,1.67,20ft Dry,1740.41,4.72,0,0,2.08,615.49,0.877,52.5,2.05,114.7,2022-04-03,25.3,41.5,2.5,141.73,109.65,Low,4,2,13,2022,1,Consumer_Goods,407
SHP-108851,1317,2.97,South Korea,USA,Air,Kuehne+Nagel,WH-020,1,2783,845,1.76,0,4.72,2.8,1.23,6095.8,4751.34,Critical,Government,Carton,74.2,On Schedule,85.7,0.56,2.61,Flat Rack,1478.92,13.79,1,0,2.92,157.97,0.711,50.5,3.61,83.7,2023-08-07,4.6,9.6,98.8,1239.13,218.94,Medium,8,3,32,2023,1,Consumer_Goods,298
SHP-118408,1372,2.15,Brazil,UK,Air,Maersk,WH-002,0,83,4572,3.69,1,10.0,3.0,5.04,3170.2,2886.29,High,Wholesale,Crate,92.7,On Schedule,81.1,0.89,1.78,Reefer,309.97,2.33,0,0,2.81,992.91,0.734,45.6,3.69,86.1,2023-05-07,4.9,15.5,0.5,653.99,123.12,Medium,5,2,18,2023,1,Furniture,273
SHP-106600,1240,2.21,India,Germany,Air,Maersk,WH-011,1,2219,3226,0.46,0,4.19,3.86,,3329.6,2392.51,Critical,Enterprise,Carton,,Delayed,76.5,1.0,4.77,Reefer,975.95,5.13,1,0,0.22,914.72,0.479,70.3,0.88,95.9,2023-05-12,2.2,7.3,20.6,950.24,142.87,High,5,2,19,2023,1,Automotive_Parts,388
SHP-111378,1459,4.13,Germany,Germany,Rail,DHL,WH-006,3,400,2446,1.1,0,4.25,4.01,,3324.6,9243.74,High,Enterprise,Bulk,,On Schedule,95.7,1.05,0.47,Reefer,191.11,22.23,0,0,0.6,460.1,0.795,48.1,1.02,93.2,2023-12-02,10.8,14.0,4.9,180.51,202.93,Low,12,4,48,2023,0,Furniture,84
SHP-117189,1212,3.99,Bangladesh,India,Air,Kuehne+Nagel,WH-020,4,4790,613,3.27,0,4.3,3.72,5.52,6518.7,24271.2,Low,Wholesale,Pallet,80.9,On Schedule,94.5,1.5,1.6,Reefer,1660.08,6.53,1,0,4.43,355.89,0.939,59.8,3.0,102.1,2022-05-27,3.7,14.1,234.4,1768.22,662.25,Low,5,2,21,2022,1,Furniture,1930
SHP-111605,1464,3.95,Japan,Japan,Air,DHL,WH-008,0,1689,1767,1.08,0,1.08,3.49,5.08,50.0,20634.23,Low,Wholesale,Carton,64.5,Delayed,96.0,0.42,3.8,20ft Dry,404.33,17.35,1,0,2.38,741.59,0.901,15.3,5.73,112.3,2024-07-08,4.8,13.1,28.7,48.9,417.57,Low,7,3,28,2024,1,Apparel,104
SHP-106909,1087,3.79,USA,Australia,Sea,DHL,WH-008,1,410,3527,4.9,1,5.83,2.79,0.28,6503.7,25263.38,Low,Retail,Drum,50.6,Delayed,91.4,0.33,,Open Top,472.74,31.14,0,1,4.71,680.0,0.62,64.0,1.22,100.2,2021-11-14,21.6,28.7,3.5,137.3,519.0,Medium,11,4,45,2021,0,Apparel,193
SHP-100738,1447,4.66,USA,Japan,Sea,FedEx,WH-002,3,2570,3692,1.15,0,5.09,2.8,3.07,9655.4,5732.15,Critical,Government,Pallet,70.3,On Schedule,90.5,3.73,0.37,Reefer,682.41,4.41,0,0,5.84,347.0,0.926,62.2,2.12,114.5,2022-01-03,29.6,35.6,20.9,204.41,135.08,Low,1,1,1,2022,0,Consumer_Goods,261
SHP-101994,1136,4.13,India,Japan,Sea,DHL,WH-019,0,3512,455,3.52,0,4.89,3.25,2.11,5625.6,14448.04,Low,Enterprise,Drum,63.1,On Schedule,83.5,0.29,1.53,Reefer,771.61,5.07,0,0,2.0,338.15,0.852,56.8,1.67,96.1,2022-10-13,20.8,25.3,231.5,141.81,303.14,Low,10,4,41,2022,0,Electronics,655
SHP-100119,1153,3.45,Japan,Germany,Rail,UPS,WH-011,1,3906,5202,0.48,0,2.53,3.75,8.65,4682.3,22923.49,High,Enterprise,Carton,88.5,On Schedule,84.4,1.31,7.05,40ft Dry,1099.91,3.17,0,0,7.15,638.6,0.728,46.2,2.02,85.6,2024-12-08,10.5,26.0,22.5,254.23,483.89,Medium,12,4,49,2024,1,Automotive_Parts,837
SHP-114926,1461,2.59,Japan,Australia,Sea,UPS,WH-010,3,1101,2753,4.74,0,5.56,2.71,1.68,3513.4,6142.88,High,Wholesale,Carton,66.7,On Schedule,84.1,0.62,0.87,Flat Rack,6823.68,65.2,0,0,0.9,409.13,0.958,35.9,8.1,98.5,2021-11-15,25.5,33.4,12.0,124.4,135.3,Medium,11,4,46,2021,0,Pharmaceuticals,1489
SHP-117609,1005,3.57,Germany,Australia,Sea,DHL,WH-001,1,1167,1591,,0,6.02,3.8,4.86,6189.7,44326.48,Medium,Enterprise,Crate,81.8,On Schedule,73.2,2.83,7.71,40ft Dry,2192.65,31.83,0,0,4.39,716.28,0.812,54.9,2.39,91.2,2021-01-22,25.7,41.7,22.0,197.45,906.27,Low,1,1,3,2021,1,Furniture,3128
SHP-117436,1219,3.21,Mexico,UAE,Sea,Kuehne+Nagel,WH-001,3,60,1701,1.46,1,7.5,2.71,3.46,4614.9,35975.49,Medium,Retail,Crate,72.5,On Schedule,97.9,1.81,2.36,Flat Rack,564.86,4.8,0,0,4.38,543.32,0.818,32.9,0.75,98.6,2022-09-30,14.1,20.1,1.1,96.46,729.16,Medium,9,3,39,2022,0,Furniture,365
SHP-118553,1250,3.33,Vietnam,USA,Rail,UPS,WH-011,2,3447,4642,1.07,0,4.86,3.38,6.09,3733.2,13163.56,Critical,Enterprise,Crate,61.2,On Schedule,97.5,1.5,4.16,20ft Dry,179.34,25.87,0,0,3.29,259.44,0.8,43.9,1.65,101.7,2022-06-26,14.2,23.0,22.3,170.21,280.29,Medium,6,2,25,2022,1,Apparel,99
SHP-107293,1216,4.05,Bangladesh,UAE,Air,Kuehne+Nagel,WH-017,3,1152,1579,3.18,0,4.55,4.11,0.14,2851.6,3144.22,High,Retail,Crate,61.2,Delayed,93.4,0.04,3.05,Open Top,71.47,5.42,0,0,0.89,458.43,0.91,59.2,4.02,88.7,2022-01-07,5.0,7.9,21.9,783.37,141.22,Low,1,1,1,2022,1,Furniture,26
SHP-103405,1146,3.26,Japan,Germany,Road,DHL,WH-018,3,1261,485,3.05,0,6.28,3.51,0.45,377.0,4360.32,Medium,Government,Pallet,81.4,On Schedule,94.2,0.15,0.17,Reefer,148.1,5.04,0,0,2.21,134.45,0.941,40.7,1.94,78.5,2023-02-17,4.9,5.7,78.0,27.02,89.91,Low,2,1,7,2023,0,Electronics,47
SHP-110537,1313,4.28,India,UK,Road,UPS,WH-013,1,4013,4423,1.5,0,5.41,3.62,3.27,4846.5,12069.39,Medium,Wholesale,Pallet,57.6,On Schedule,92.3,0.7,0.03,Reefer,146.85,20.16,0,1,3.7,552.22,0.888,56.9,2.98,92.5,2023-11-23,4.5,9.2,27.2,313.36,272.72,Low,11,4,47,2023,1,Industrial_Equipment,54
SHP-118466,1110,2.6,South Korea,Japan,Sea,UPS,WH-012,4,2093,1717,2.56,0,4.03,3.09,3.45,1274.6,958.75,Medium,Wholesale,Bulk,100.0,On Schedule,83.9,0.57,0.73,40ft Dry,262.08,1.21,0,0,1.8,461.88,1.0,59.7,1.18,99.5,2021-04-30,25.5,28.4,36.6,31.34,22.31,Low,4,2,17,2021,0,Food_Beverage,298
SHP-108626,1214,3.8,South Korea,USA,Sea,CMA CGM,WH-019,0,61,3385,1.31,0,4.82,2.69,4.85,2663.1,15344.18,Medium,Government,Drum,64.2,On Schedule,91.0,0.73,0.6,20ft Dry,434.53,4.56,1,1,2.44,406.05,0.652,50.3,0.42,86.0,2023-02-27,27.5,32.3,0.5,56.11,312.49,Medium,2,1,9,2023,0,Furniture,272
SHP-103481,1098,3.29,Germany,India,Road,CMA CGM,WH-015,5,582,4292,1.08,0,5.03,3.87,5.73,50.0,7965.91,Critical,Government,Drum,82.4,On Schedule,81.9,0.22,0.83,20ft Dry,603.43,13.15,0,0,4.4,57.42,0.938,49.1,2.48,106.6,2022-09-16,4.9,11.4,4.1,19.9,161.31,Low,9,3,37,2022,1,Apparel,140
SHP-117818,1341,5.0,Germany,India,Sea,DHL,WH-016,0,2437,1880,0.69,0,4.11,3.28,1.09,2578.9,1770.99,Low,Government,Bulk,71.6,Delayed,80.9,0.08,0.75,40ft Dry,1023.44,3.64,1,0,1.38,299.53,0.793,60.5,1.02,99.8,2022-11-07,28.4,27.1,38.9,72.07,42.63,Low,11,4,45,2022,0,Furniture,304
SHP-100127,1151,3.61,Japan,Australia,Air,CMA CGM,WH-018,3,4720,3524,0.73,1,5.92,4.0,,4435.3,15369.02,High,Enterprise,Pallet,86.3,Delayed,88.0,1.96,1.36,Flat Rack,1790.37,1.36,1,0,3.42,230.18,0.756,57.7,2.15,118.4,2021-01-31,4.5,14.3,40.2,1363.62,443.74,Medium,1,1,4,2021,1,Electronics,523
SHP-113426,1028,3.27,China,France,Road,UPS,WH-019,0,182,1288,0.24,0,2.21,3.97,3.06,5821.4,5397.98,Medium,Enterprise,Drum,86.1,Delayed,99.6,1.2,2.26,40ft Dry,218.56,16.33,0,0,1.13,317.74,0.734,44.9,3.06,122.6,2021-06-26,4.2,7.5,4.2,413.97,149.36,Medium,6,2,25,2021,1,Consumer_Goods,62
SHP-110610,1061,3.37,China,UAE,Sea,Expeditors,WH-011,1,3501,3785,3.98,1,2.26,4.38,6.0,3020.7,2095.88,Low,Government,Drum,74.5,Delayed,76.7,1.22,6.52,Flat Rack,1118.95,9.6,1,0,4.77,470.78,0.708,31.7,1.97,106.0,2023-06-08,23.2,38.5,27.7,111.7,53.09,Medium,6,2,23,2023,1,Pharmaceuticals,284
SHP-115273,1435,3.07,Brazil,UAE,Rail,Kuehne+Nagel,WH-020,0,1500,4145,2.51,1,4.33,3.07,0.9,5452.1,21738.07,High,Wholesale,Bulk,63.8,Ahead of Schedule,100.0,1.26,4.9,Reefer,728.4,29.83,0,0,5.17,572.46,0.745,76.9,3.14,108.8,2021-10-27,9.9,17.8,10.9,233.37,458.1,Medium,10,4,43,2021,1,Automotive_Parts,957
SHP-119580,1070,2.99,Japan,UAE,Sea,Kuehne+Nagel,WH-003,2,132,1059,5.73,0,4.63,3.31,1.38,2838.9,57244.82,Medium,Wholesale,Bulk,73.7,On Schedule,79.6,0.65,3.36,Flat Rack,3074.66,17.85,0,0,4.22,393.34,0.852,59.4,0.74,118.9,2021-01-14,29.5,38.0,3.7,99.03,1154.8,Medium,1,1,2,2021,0,Electronics,1430
SHP-119285,1159,4.15,Brazil,Canada,Road,Expeditors,WH-014,1,3231,3282,1.68,0,8.1,3.49,1.02,2248.9,18069.05,Low,Retail,Crate,88.0,Delayed,82.0,0.01,3.21,Open Top,285.63,6.02,0,0,2.65,413.2,0.841,31.4,2.51,134.0,2022-07-13,6.2,9.0,29.5,145.54,375.93,Low,7,3,28,2022,1,Food_Beverage,98
SHP-112822,1397,2.96,India,India,Air,CMA CGM,WH-017,0,4796,3394,0.65,0,6.4,2.34,3.69,3332.3,7069.07,Medium,Government,Pallet,73.9,Ahead of Schedule,85.9,1.79,2.57,Flat Rack,2742.21,5.43,0,0,2.83,590.14,0.716,68.6,2.64,106.0,2022-03-24,2.6,8.3,42.4,685.87,209.97,Medium,3,1,12,2022,1,Automotive_Parts,1355
SHP-103073,1462,5.0,China,France,Road,Expeditors,WH-019,1,2285,528,4.06,0,6.69,3.85,1.18,4561.2,2137.46,Medium,Retail,Crate,100.0,On Schedule,87.4,6.39,3.36,20ft Dry,204.92,6.65,0,0,1.08,465.79,0.823,37.7,3.17,94.6,2022-05-04,8.7,16.4,129.8,315.46,74.3,Low,5,2,18,2022,1,Industrial_Equipment,48
SHP-102380,1443,3.8,China,Germany,Road,CMA CGM,WH-012,1,3112,5344,1.15,0,5.22,2.44,5.92,2263.9,13688.33,Medium,Government,Carton,91.0,Ahead of Schedule,88.5,1.1,0.66,40ft Dry,189.85,15.09,0,0,2.15,211.13,0.966,58.3,7.8,107.7,2023-01-23,9.6,18.2,17.5,100.75,283.84,Low,1,1,4,2023,1,Pharmaceuticals,71
SHP-102483,1085,3.67,Vietnam,Germany,Sea,DB Schenker,WH-001,5,4418,2257,1.26,0,7.01,3.62,3.49,627.0,7659.61,Medium,Government,Pallet,57.2,On Schedule,90.7,0.08,1.21,40ft Dry,2926.93,2.03,0,1,0.55,410.92,0.812,68.7,1.92,98.9,2023-05-07,24.7,26.8,58.7,47.85,157.98,Low,5,2,18,2023,0,Automotive_Parts,739
SHP-103461,1296,3.59,India,UAE,Road,UPS,WH-007,0,619,5635,4.38,0,6.75,4.42,2.06,259.1,26710.91,High,Enterprise,Bulk,87.5,On Schedule,85.9,0.07,0.17,40ft Dry,1121.64,5.76,0,1,5.24,798.3,0.892,54.9,1.37,107.8,2023-03-06,7.8,14.1,3.3,55.2,539.74,Low,3,1,10,2023,1,Furniture,259
SHP-115231,1063,3.21,Brazil,UAE,Road,DHL,WH-013,1,3729,295,1.41,1,2.09,3.42,8.13,5439.5,25838.3,Medium,Retail,Pallet,54.1,On Schedule,87.4,0.56,1.13,Open Top,774.13,44.54,0,0,6.3,561.21,0.798,68.4,2.0,94.2,2021-05-19,7.5,19.5,365.0,346.98,551.46,Medium,5,2,20,2021,1,Electronics,279
SHP-107458,1393,3.39,Germany,Netherlands,Air,FedEx,WH-006,3,609,4540,2.71,1,2.38,3.99,6.1,1103.3,11877.33,High,Wholesale,Pallet,98.7,On Schedule,92.5,0.42,4.88,Open Top,59.94,3.93,0,0,2.06,440.73,0.873,37.7,6.4,106.5,2024-08-20,2.7,15.1,4.0,297.65,267.31,Low,8,3,34,2024,1,Industrial_Equipment,13
SHP-115884,1435,3.14,Brazil,USA,Rail,CMA CGM,WH-002,2,956,2811,2.45,0,1.02,3.03,5.74,6283.8,17718.58,High,Wholesale,Bulk,74.3,On Schedule,94.2,1.07,0.29,20ft Dry,264.19,8.32,0,0,1.98,480.09,0.838,68.0,3.19,94.7,2022-10-22,10.1,17.6,10.2,256.24,380.0,Medium,10,4,42,2022,1,Industrial_Equipment,84
SHP-106885,1298,3.49,Mexico,UAE,Road,DB Schenker,WH-017,1,2970,2485,1.1,0,5.96,3.53,1.47,1275.6,16811.32,High,Wholesale,Bulk,59.2,On Schedule,94.7,1.23,0.17,40ft Dry,12061.07,10.13,1,1,1.03,538.48,0.859,32.6,1.06,81.1,2024-12-04,4.8,3.5,35.9,380.0,374.23,Low,12,4,49,2024,0,Pharmaceuticals,2788
SHP-115097,1200,4.46,Brazil,India,Rail,Maersk,WH-010,1,1172,1941,2.79,1,5.43,2.6,0.98,339.8,15271.96,Medium,Government,Drum,94.9,On Schedule,96.2,0.83,1.45,20ft Dry,300.22,10.23,0,1,3.13,970.31,0.841,34.5,2.58,89.1,2022-10-01,7.4,11.3,18.1,15.83,307.02,Low,10,4,39,2022,0,Automotive_Parts,148
SHP-118684,1422,3.42,India,Canada,Road,Kuehne+Nagel,WH-003,2,1617,3608,1.59,0,6.82,3.77,3.54,928.7,3348.62,Low,Enterprise,Drum,60.8,Delayed,94.1,2.35,0.39,40ft Dry,676.73,7.2,0,0,0.33,193.79,0.736,57.1,1.17,90.0,2021-09-06,5.0,7.9,13.4,79.79,74.95,Medium,9,3,36,2021,1,Electronics,247
SHP-114970,1203,3.84,South Korea,USA,Road,Expeditors,WH-002,2,106,4765,0.62,0,5.54,3.51,8.49,3848.3,9086.27,Medium,Enterprise,Pallet,64.4,Ahead of Schedule,95.3,0.68,1.54,20ft Dry,1600.48,1.88,0,0,4.08,667.34,1.0,85.5,1.92,110.3,2021-09-25,8.4,16.5,0.7,278.02,209.53,Low,9,3,38,2021,1,Furniture,554
SHP-100803,1400,3.51,Mexico,UK,Rail,DB Schenker,WH-016,2,897,5960,3.88,1,3.93,3.01,1.76,2413.3,2375.92,Low,Wholesale,Bulk,98.1,Ahead of Schedule,86.2,0.95,1.18,Open Top,4934.13,1.32,0,0,2.8,779.59,0.662,38.9,3.45,126.6,2023-06-05,8.9,16.4,4.5,174.77,65.0,Medium,6,2,23,2023,1,Furniture,5074
SHP-100474,1084,4.4,Bangladesh,France,Sea,UPS,WH-003,1,1094,1080,1.59,0,5.86,2.66,2.44,6171.8,3159.69,Medium,Wholesale,Bulk,79.6,Delayed,74.0,1.46,1.1,Open Top,255.99,23.04,1,1,1.17,787.63,0.933,47.4,7.18,113.9,2022-06-07,21.8,27.0,30.4,122.72,75.47,Low,6,2,23,2022,0,Apparel,112
SHP-108608,1468,3.1,Vietnam,Australia,Sea,Maersk,WH-003,1,2276,2675,2.88,0,5.73,3.89,1.09,6628.1,1371.17,Medium,Enterprise,Pallet,99.2,On Schedule,,0.54,4.58,40ft Dry,262.34,4.62,0,0,1.18,567.13,0.935,31.1,2.7,102.2,2021-10-02,23.1,26.6,25.5,192.58,46.68,Low,10,4,39,2021,0,Electronics,57
SHP-106482,1204,3.37,Brazil,UAE,Road,Expeditors,WH-001,1,3191,2236,0.53,0,2.73,2.9,1.92,3630.3,10709.5,Medium,Government,Crate,75.7,On Schedule,86.5,1.59,1.7,40ft Dry,487.54,6.69,0,0,2.23,714.92,1.0,48.8,8.57,103.5,2024-07-14,4.4,8.9,42.8,195.77,233.77,Low,7,3,28,2024,1,Electronics,146
SHP-118287,1490,3.84,India,Japan,Road,CMA CGM,WH-014,1,3863,4818,2.07,0,4.74,2.2,8.24,6416.0,9580.14,Low,Wholesale,Crate,81.2,On Schedule,92.0,0.78,2.86,40ft Dry,4231.83,6.39,0,1,2.97,676.71,0.844,41.3,0.07,89.6,2022-03-21,8.6,18.2,24.1,314.81,223.08,Low,3,1,12,2022,1,Electronics,3258
SHP-105557,1441,3.52,Japan,Australia,Sea,Maersk,WH-012,2,3440,2480,1.4,0,5.93,3.25,2.58,4249.5,24624.94,High,Enterprise,Carton,100.0,On Schedule,88.4,1.75,2.43,40ft Dry,696.25,10.13,0,1,1.7,405.58,0.785,47.3,1.09,111.9,2021-09-03,27.1,30.1,41.6,108.21,503.32,Medium,9,3,35,2021,0,Food_Beverage,344
SHP-113948,1402,4.75,USA,France,Road,Kuehne+Nagel,WH-004,0,2234,4274,2.39,0,5.51,2.93,1.03,3290.3,6538.13,High,Wholesale,Carton,77.6,On Schedule,100.0,0.24,1.15,Flat Rack,5094.71,21.45,0,0,2.11,806.82,0.792,59.7,3.15,99.8,2021-08-03,4.7,7.6,15.7,275.5,158.31,Low,8,3,31,2021,0,Furniture,3740
SHP-108891,1333,4.17,Vietnam,UAE,Road,FedEx,WH-001,2,2567,1604,3.51,0,3.18,4.34,0.47,4594.4,23066.64,Critical,Government,Crate,80.3,On Schedule,81.1,0.56,3.12,Reefer,521.06,5.86,0,1,0.32,603.99,0.678,20.1,2.94,85.0,2022-12-13,6.4,10.6,48.0,367.84,498.12,Low,12,4,50,2022,0,Apparel,852
SHP-112521,1376,3.95,Bangladesh,Netherlands,Rail,CMA CGM,WH-006,3,4661,100,7.41,0,5.66,3.81,3.41,2497.3,3430.56,Medium,Retail,Bulk,72.1,Delayed,76.6,1.84,1.81,Flat Rack,599.45,14.94,0,0,6.02,391.74,0.866,3.9,1.19,109.8,2022-11-27,10.0,24.0,365.0,138.02,82.41,Low,11,4,47,2022,1,Industrial_Equipment,128
SHP-104448,1152,3.39,Vietnam,UAE,Rail,DHL,WH-002,1,3415,5781,4.3,0,4.89,3.0,4.28,50.0,13456.93,Low,Wholesale,Carton,65.1,On Schedule,86.0,1.56,4.01,Flat Rack,246.49,23.32,0,0,2.62,471.9,0.868,41.1,1.49,89.0,2021-08-22,8.6,17.9,17.7,5.9,269.73,Low,8,3,33,2021,1,Apparel,98
SHP-100484,1002,2.8,Germany,UAE,Air,Maersk,WH-002,3,4205,1866,5.08,0,0.5,2.06,1.23,1838.2,7950.28,High,Government,Pallet,83.4,On Schedule,78.4,0.86,1.24,40ft Dry,641.15,63.62,0,0,0.74,406.71,0.869,59.1,1.31,86.5,2023-03-10,3.0,6.8,67.6,285.55,187.56,Medium,3,1,10,2023,1,Automotive_Parts,340
SHP-110422,1169,3.64,Bangladesh,UAE,Sea,FedEx,WH-005,0,3704,5418,0.89,0,1.75,3.07,1.12,2036.2,33054.25,Low,Government,Pallet,79.1,Delayed,,1.88,0.61,Reefer,668.57,18.59,0,0,4.29,320.02,1.0,47.8,4.25,79.1,2022-02-16,37.9,40.8,20.5,52.0,666.29,Low,2,1,7,2022,0,Consumer_Goods,209
SHP-119411,1213,3.37,USA,Canada,Air,CMA CGM,WH-008,1,995,2594,0.65,0,6.97,3.35,2.37,3434.3,3462.12,Low,Retail,Carton,98.3,Delayed,99.6,2.55,0.21,Open Top,1089.2,2.7,0,1,5.91,542.18,0.961,52.5,3.22,99.0,2023-03-28,2.9,7.4,11.5,857.94,155.04,Low,3,1,13,2023,1,Industrial_Equipment,2044
SHP-114900,1399,3.63,India,Netherlands,Road,UPS,WH-014,0,2480,5251,2.31,0,3.49,2.79,1.93,3107.0,21342.82,Low,Government,Pallet,68.3,On Schedule,80.5,0.57,1.75,20ft Dry,1395.31,5.3,0,1,1.68,697.4,1.0,19.4,2.21,104.9,2024-11-05,8.6,10.3,14.2,180.45,444.9,Low,11,4,45,2024,0,Food_Beverage,797
SHP-111226,1190,4.59,Japan,UK,Sea,UPS,WH-008,1,4834,2872,6.11,0,5.97,2.85,0.58,3341.9,7716.27,High,Enterprise,Carton,72.3,Delayed,86.6,3.15,0.96,Flat Rack,223.54,3.29,0,0,3.01,726.37,0.934,7.8,1.69,100.2,2022-07-12,29.5,36.5,50.5,71.91,161.52,Low,7,3,28,2022,0,Electronics,61
SHP-119132,1470,2.76,Vietnam,Netherlands,Road,Maersk,WH-020,4,4014,1155,1.81,1,6.72,3.53,3.34,3494.2,15510.99,Medium,Government,Bulk,57.7,On Schedule,72.2,0.34,1.29,Reefer,1153.09,54.52,0,0,1.46,578.59,0.749,46.7,2.71,112.4,2024-07-19,10.1,14.5,104.3,246.4,334.86,Medium,7,3,29,2024,0,Apparel,344
SHP-107920,1201,3.04,USA,France,Rail,Maersk,WH-015,3,95,4078,4.39,0,5.14,2.85,3.9,6340.6,4422.39,Medium,Retail,Crate,100.0,On Schedule,90.4,0.91,0.62,20ft Dry,1441.93,26.87,0,0,1.76,611.01,1.0,47.4,1.62,96.2,2023-10-31,10.3,15.8,0.7,260.93,114.54,Low,10,4,44,2023,1,Automotive_Parts,293
SHP-107911,1370,2.67,Brazil,Netherlands,Air,FedEx,WH-005,1,4861,2356,2.25,0,1.98,3.78,3.37,2760.3,30434.25,Low,Enterprise,Drum,63.2,On Schedule,87.6,1.37,1.38,Flat Rack,1557.04,7.65,0,0,0.96,395.4,1.0,70.8,1.21,97.6,2022-04-02,5.6,7.6,61.9,846.28,693.31,Low,4,2,13,2022,0,Automotive_Parts,473
